dsc_cycle,axi_cycle,phase,slice_buffer_valid,slice_buffer_last,flatness_valid,flatness_last,predict_valid,predict_last
3143,1047,pixel_transfer,3,0,1,0,1,0
3147,1048,pixel_transfer,3,0,1,0,1,0
3151,1050,pixel_transfer,3,0,1,0,1,0
3155,1051,pixel_transfer,3,0,3,0,1,0
3159,1052,pixel_transfer,3,0,3,0,3,0
3163,1054,pixel_transfer,3,0,3,0,3,0
3167,1055,pixel_transfer,3,0,3,0,3,0
3171,1056,pixel_transfer,3,0,3,0,3,0
3175,1058,pixel_transfer,3,0,3,0,3,0
3179,1059,pixel_transfer,3,1,3,0,3,0
3183,1060,pixel_transfer,2,0,3,0,3,0
3187,1062,pixel_transfer,2,0,3,0,3,0
3191,1063,pixel_transfer,2,0,3,0,3,0
3195,1064,pixel_transfer,2,0,3,0,3,0
3199,1066,pixel_transfer,2,0,3,0,3,0
3202,1067,pixel_transfer,1,0,0,0,0,0
3203,1067,pixel_transfer,2,0,3,0,3,0
3206,1068,pixel_transfer,1,0,0,0,0,0
3207,1068,pixel_transfer,2,0,3,1,3,0
3210,1069,pixel_transfer,1,0,0,0,0,0
3211,1070,pixel_transfer,2,0,2,0,3,1
3214,1071,pixel_transfer,1,0,0,0,0,0
3215,1071,pixel_transfer,2,0,2,0,2,0
3218,1072,pixel_transfer,1,0,0,0,0,0
3219,1072,pixel_transfer,2,0,2,0,2,0
3222,1073,pixel_transfer,1,0,0,0,0,0
3223,1074,pixel_transfer,2,0,2,0,2,0
3226,1075,pixel_transfer,1,0,0,0,0,0
3227,1075,pixel_transfer,2,0,2,0,2,0
3230,1076,pixel_transfer,1,0,1,0,0,0
3231,1076,pixel_transfer,2,0,2,0,2,0
3234,1077,pixel_transfer,1,0,1,0,1,0
3235,1078,pixel_transfer,2,0,2,0,2,0
3238,1079,pixel_transfer,1,0,1,0,1,0
3239,1079,pixel_transfer,2,0,2,0,2,0
3242,1080,pixel_transfer,1,0,1,0,1,0
3243,1080,pixel_transfer,2,0,2,0,2,0
3246,1081,pixel_transfer,1,0,1,0,1,0
3247,1082,pixel_transfer,2,0,2,0,2,0
3250,1083,pixel_transfer,1,0,1,0,1,0
3251,1083,pixel_transfer,2,2,2,0,2,0
3254,1084,pixel_transfer,1,0,1,0,1,0
3255,1084,pixel_transfer,0,0,2,0,2,0
3258,1085,pixel_transfer,1,0,1,0,1,0
3259,1086,pixel_transfer,0,0,2,0,2,0
3262,1087,pixel_transfer,1,0,1,0,1,0
3263,1087,pixel_transfer,0,0,2,0,2,0
3266,1088,pixel_transfer,1,0,1,0,1,0
3267,1088,pixel_transfer,0,0,2,0,2,0
3270,1089,pixel_transfer,1,0,1,0,1,0
3271,1090,pixel_transfer,0,0,2,0,2,0
3274,1091,pixel_transfer,3,0,1,0,1,0
3275,1091,pixel_transfer,0,0,2,0,2,0
3278,1092,pixel_transfer,3,0,1,0,1,0
3279,1092,pixel_transfer,0,0,2,2,2,0
3282,1093,pixel_transfer,3,0,1,0,1,0
3283,1094,pixel_transfer,0,0,0,0,2,2
3286,1095,line_marker,3,0,1,0,1,0
3290,1096,pixel_transfer,3,0,1,0,1,0
3294,1097,pixel_transfer,3,0,1,0,1,0
3298,1099,pixel_transfer,3,0,1,0,1,0
3302,1100,pixel_transfer,3,0,3,0,1,0
3306,1101,pixel_transfer,3,0,3,0,3,0
3310,1103,pixel_transfer,3,0,3,0,3,0
3314,1104,pixel_transfer,3,0,3,0,3,0
3318,1105,pixel_transfer,3,0,3,0,3,0
3322,1107,pixel_transfer,3,0,3,0,3,0
3326,1108,pixel_transfer,3,1,3,0,3,0
3330,1109,pixel_transfer,2,0,3,0,3,0
3334,1111,pixel_transfer,2,0,3,0,3,0
3338,1112,pixel_transfer,2,0,3,0,3,0
3342,1113,pixel_transfer,2,0,3,0,3,0
3346,1115,pixel_transfer,2,0,3,0,3,0
3349,1116,pixel_transfer,1,0,0,0,0,0
3350,1116,pixel_transfer,2,0,3,0,3,0
3353,1117,pixel_transfer,1,0,0,0,0,0
3354,1117,pixel_transfer,2,0,3,1,3,0
3357,1118,pixel_transfer,1,0,0,0,0,0
3358,1119,pixel_transfer,2,0,2,0,3,1
3361,1120,pixel_transfer,1,0,0,0,0,0
3362,1120,pixel_transfer,2,0,2,0,2,0
3365,1121,pixel_transfer,1,0,0,0,0,0
3366,1121,pixel_transfer,2,0,2,0,2,0
3369,1122,pixel_transfer,1,0,0,0,0,0
3370,1123,pixel_transfer,2,0,2,0,2,0
3373,1124,pixel_transfer,1,0,0,0,0,0
3374,1124,pixel_transfer,2,0,2,0,2,0
3377,1125,pixel_transfer,1,0,1,0,0,0
3378,1125,pixel_transfer,2,0,2,0,2,0
3381,1126,pixel_transfer,1,0,1,0,1,0
3382,1127,pixel_transfer,2,0,2,0,2,0
3385,1128,pixel_transfer,1,0,1,0,1,0
3386,1128,pixel_transfer,2,0,2,0,2,0
3389,1129,pixel_transfer,1,0,1,0,1,0
3390,1129,pixel_transfer,2,0,2,0,2,0
3393,1130,pixel_transfer,1,0,1,0,1,0
3394,1131,pixel_transfer,2,0,2,0,2,0
3397,1132,pixel_transfer,1,0,1,0,1,0
3398,1132,pixel_transfer,2,2,2,0,2,0
3401,1133,pixel_transfer,1,0,1,0,1,0
3402,1133,pixel_transfer,0,0,2,0,2,0
3405,1134,pixel_transfer,1,0,1,0,1,0
3406,1135,pixel_transfer,0,0,2,0,2,0
3409,1136,pixel_transfer,1,0,1,0,1,0
3410,1136,pixel_transfer,0,0,2,0,2,0
3413,1137,pixel_transfer,1,0,1,0,1,0
3414,1137,pixel_transfer,0,0,2,0,2,0
3417,1138,pixel_transfer,1,0,1,0,1,0
3418,1139,pixel_transfer,0,0,2,0,2,0
3421,1140,pixel_transfer,3,0,1,0,1,0
3422,1140,pixel_transfer,0,0,2,0,2,0
3425,1141,pixel_transfer,3,0,1,0,1,0
3426,1141,pixel_transfer,0,0,2,2,2,0
3429,1142,pixel_transfer,3,0,1,0,1,0
3430,1143,pixel_transfer,0,0,0,0,2,2
3433,1144,line_marker,3,0,1,0,1,0
3437,1145,pixel_transfer,3,0,1,0,1,0
3441,1146,pixel_transfer,3,0,1,0,1,0
3445,1148,pixel_transfer,3,0,1,0,1,0
3449,1149,pixel_transfer,3,0,3,0,1,0
3453,1150,pixel_transfer,3,0,3,0,3,0
3457,1152,pixel_transfer,3,0,3,0,3,0
3461,1153,pixel_transfer,3,0,3,0,3,0
3465,1154,pixel_transfer,3,0,3,0,3,0
3469,1156,pixel_transfer,3,0,3,0,3,0
3473,1157,pixel_transfer,3,1,3,0,3,0
3477,1158,pixel_transfer,2,0,3,0,3,0
3481,1160,pixel_transfer,2,0,3,0,3,0
3485,1161,pixel_transfer,2,0,3,0,3,0
3489,1162,pixel_transfer,2,0,3,0,3,0
3493,1164,pixel_transfer,2,0,3,0,3,0
3496,1165,pixel_transfer,1,0,0,0,0,0
3497,1165,pixel_transfer,2,0,3,0,3,0
3500,1166,pixel_transfer,1,0,0,0,0,0
3501,1166,pixel_transfer,2,0,3,1,3,0
3504,1167,pixel_transfer,1,0,0,0,0,0
3505,1168,pixel_transfer,2,0,2,0,3,1
3508,1169,pixel_transfer,1,0,0,0,0,0
3509,1169,pixel_transfer,2,0,2,0,2,0
3512,1170,pixel_transfer,1,0,0,0,0,0
3513,1170,pixel_transfer,2,0,2,0,2,0
3516,1171,pixel_transfer,1,0,0,0,0,0
3517,1172,pixel_transfer,2,0,2,0,2,0
3520,1173,pixel_transfer,1,0,0,0,0,0
3521,1173,pixel_transfer,2,0,2,0,2,0
3524,1174,pixel_transfer,1,0,1,0,0,0
3525,1174,pixel_transfer,2,0,2,0,2,0
3528,1175,pixel_transfer,1,0,1,0,1,0
3529,1176,pixel_transfer,2,0,2,0,2,0
3532,1177,pixel_transfer,1,0,1,0,1,0
3533,1177,pixel_transfer,2,0,2,0,2,0
3536,1178,pixel_transfer,1,0,1,0,1,0
3537,1178,pixel_transfer,2,0,2,0,2,0
3540,1179,pixel_transfer,1,0,1,0,1,0
3541,1180,pixel_transfer,2,0,2,0,2,0
3544,1181,pixel_transfer,1,0,1,0,1,0
3545,1181,pixel_transfer,2,2,2,0,2,0
3548,1182,pixel_transfer,1,0,1,0,1,0
3549,1182,pixel_transfer,0,0,2,0,2,0
3552,1183,pixel_transfer,1,0,1,0,1,0
3553,1184,pixel_transfer,0,0,2,0,2,0
3556,1185,pixel_transfer,1,0,1,0,1,0
3557,1185,pixel_transfer,0,0,2,0,2,0
3560,1186,pixel_transfer,1,0,1,0,1,0
3561,1186,pixel_transfer,0,0,2,0,2,0
3564,1187,pixel_transfer,1,0,1,0,1,0
3565,1188,pixel_transfer,0,0,2,0,2,0
3568,1189,pixel_transfer,3,0,1,0,1,0
3569,1189,pixel_transfer,0,0,2,0,2,0
3572,1190,pixel_transfer,3,0,1,0,1,0
3573,1190,pixel_transfer,0,0,2,2,2,0
3576,1191,pixel_transfer,3,0,1,0,1,0
3577,1192,pixel_transfer,0,0,0,0,2,2
3580,1193,line_marker,3,0,1,0,1,0
3584,1194,pixel_transfer,3,0,1,0,1,0
3588,1195,pixel_transfer,3,0,1,0,1,0
3592,1197,pixel_transfer,3,0,1,0,1,0
3596,1198,pixel_transfer,3,0,3,0,1,0
3600,1199,pixel_transfer,3,0,3,0,3,0
3604,1201,pixel_transfer,3,0,3,0,3,0
3608,1202,pixel_transfer,3,0,3,0,3,0
3612,1203,pixel_transfer,3,0,3,0,3,0
3616,1205,pixel_transfer,3,0,3,0,3,0
3620,1206,pixel_transfer,3,1,3,0,3,0
3624,1207,pixel_transfer,2,0,3,0,3,0
3628,1209,pixel_transfer,2,0,3,0,3,0
3632,1210,pixel_transfer,2,0,3,0,3,0
3636,1211,pixel_transfer,2,0,3,0,3,0
3640,1213,pixel_transfer,2,0,3,0,3,0
3643,1214,pixel_transfer,1,0,0,0,0,0
3644,1214,pixel_transfer,2,0,3,0,3,0
3647,1215,pixel_transfer,1,0,0,0,0,0
3648,1215,pixel_transfer,2,0,3,1,3,0
3651,1216,pixel_transfer,1,0,0,0,0,0
3652,1217,pixel_transfer,2,0,2,0,3,1
3655,1218,pixel_transfer,1,0,0,0,0,0
3656,1218,pixel_transfer,2,0,2,0,2,0
3659,1219,pixel_transfer,1,0,0,0,0,0
3660,1219,pixel_transfer,2,0,2,0,2,0
3663,1220,pixel_transfer,1,0,0,0,0,0
3664,1221,pixel_transfer,2,0,2,0,2,0
3667,1222,pixel_transfer,1,0,0,0,0,0
3668,1222,pixel_transfer,2,0,2,0,2,0
3671,1223,pixel_transfer,1,0,1,0,0,0
3672,1223,pixel_transfer,2,0,2,0,2,0
3675,1224,pixel_transfer,1,0,1,0,1,0
3676,1225,pixel_transfer,2,0,2,0,2,0
3679,1226,pixel_transfer,1,0,1,0,1,0
3680,1226,pixel_transfer,2,0,2,0,2,0
3683,1227,pixel_transfer,1,0,1,0,1,0
3684,1227,pixel_transfer,2,0,2,0,2,0
3687,1228,pixel_transfer,1,0,1,0,1,0
3688,1229,pixel_transfer,2,0,2,0,2,0
3691,1230,pixel_transfer,1,0,1,0,1,0
3692,1230,pixel_transfer,2,2,2,0,2,0
3695,1231,pixel_transfer,1,0,1,0,1,0
3696,1231,pixel_transfer,0,0,2,0,2,0
3699,1232,pixel_transfer,1,0,1,0,1,0
3700,1233,pixel_transfer,0,0,2,0,2,0
3703,1234,pixel_transfer,1,0,1,0,1,0
3704,1234,pixel_transfer,0,0,2,0,2,0
3707,1235,pixel_transfer,1,0,1,0,1,0
3708,1235,pixel_transfer,0,0,2,0,2,0
3711,1236,pixel_transfer,1,0,1,0,1,0
3712,1237,pixel_transfer,0,0,2,0,2,0
3715,1238,pixel_transfer,3,0,1,0,1,0
3716,1238,pixel_transfer,0,0,2,0,2,0
3719,1239,pixel_transfer,3,0,1,0,1,0
3720,1239,pixel_transfer,0,0,2,2,2,0
3723,1240,pixel_transfer,3,0,1,0,1,0
3724,1241,pixel_transfer,0,0,0,0,2,2
3727,1242,line_marker,3,0,1,0,1,0
3731,1243,pixel_transfer,3,0,1,0,1,0
3735,1244,pixel_transfer,3,0,1,0,1,0
3739,1246,pixel_transfer,3,0,1,0,1,0
3743,1247,pixel_transfer,3,0,3,0,1,0
3747,1248,pixel_transfer,3,0,3,0,3,0
3751,1250,pixel_transfer,3,0,3,0,3,0
3755,1251,pixel_transfer,3,0,3,0,3,0
3759,1252,pixel_transfer,3,0,3,0,3,0
3763,1254,pixel_transfer,3,0,3,0,3,0
3767,1255,pixel_transfer,3,1,3,0,3,0
3771,1256,pixel_transfer,2,0,3,0,3,0
3775,1258,pixel_transfer,2,0,3,0,3,0
3779,1259,pixel_transfer,2,0,3,0,3,0
3783,1260,pixel_transfer,2,0,3,0,3,0
3787,1262,pixel_transfer,2,0,3,0,3,0
3790,1263,pixel_transfer,1,0,0,0,0,0
3791,1263,pixel_transfer,2,0,3,0,3,0
3794,1264,pixel_transfer,1,0,0,0,0,0
3795,1264,pixel_transfer,2,0,3,1,3,0
3798,1265,pixel_transfer,1,0,0,0,0,0
3799,1266,pixel_transfer,2,0,2,0,3,1
3802,1267,pixel_transfer,1,0,0,0,0,0
3803,1267,pixel_transfer,2,0,2,0,2,0
3806,1268,pixel_transfer,1,0,0,0,0,0
3807,1268,pixel_transfer,2,0,2,0,2,0
3810,1269,pixel_transfer,1,0,0,0,0,0
3811,1270,pixel_transfer,2,0,2,0,2,0
3814,1271,pixel_transfer,1,0,0,0,0,0
3815,1271,pixel_transfer,2,0,2,0,2,0
3818,1272,pixel_transfer,1,0,1,0,0,0
3819,1272,pixel_transfer,2,0,2,0,2,0
3822,1273,pixel_transfer,1,0,1,0,1,0
3823,1274,pixel_transfer,2,0,2,0,2,0
3826,1275,pixel_transfer,1,0,1,0,1,0
3827,1275,pixel_transfer,2,0,2,0,2,0
3830,1276,pixel_transfer,1,0,1,0,1,0
3831,1276,pixel_transfer,2,0,2,0,2,0
3834,1277,pixel_transfer,1,0,1,0,1,0
3835,1278,pixel_transfer,2,0,2,0,2,0
3838,1279,pixel_transfer,1,0,1,0,1,0
3839,1279,pixel_transfer,2,2,2,0,2,0
3842,1280,pixel_transfer,1,0,1,0,1,0
3843,1280,pixel_transfer,0,0,2,0,2,0
3846,1281,pixel_transfer,1,0,1,0,1,0
3847,1282,pixel_transfer,0,0,2,0,2,0
3850,1283,pixel_transfer,1,0,1,0,1,0
3851,1283,pixel_transfer,0,0,2,0,2,0
3854,1284,pixel_transfer,1,0,1,0,1,0
3855,1284,pixel_transfer,0,0,2,0,2,0
3858,1285,pixel_transfer,1,0,1,0,1,0
3859,1286,pixel_transfer,0,0,2,0,2,0
3862,1287,pixel_transfer,3,0,1,0,1,0
3863,1287,pixel_transfer,0,0,2,0,2,0
3866,1288,pixel_transfer,3,0,1,0,1,0
3867,1288,pixel_transfer,0,0,2,2,2,0
3870,1289,pixel_transfer,3,0,1,0,1,0
3871,1290,pixel_transfer,0,0,0,0,2,2
3874,1291,line_marker,3,0,1,0,1,0
3878,1292,pixel_transfer,3,0,1,0,1,0
3882,1293,pixel_transfer,3,0,1,0,1,0
3886,1295,pixel_transfer,3,0,1,0,1,0
3890,1296,pixel_transfer,3,0,3,0,1,0
3894,1297,pixel_transfer,3,0,3,0,3,0
3898,1299,pixel_transfer,3,0,3,0,3,0
3902,1300,pixel_transfer,3,0,3,0,3,0
3906,1301,pixel_transfer,3,0,3,0,3,0
3910,1303,pixel_transfer,3,0,3,0,3,0
3914,1304,pixel_transfer,3,1,3,0,3,0
3918,1305,pixel_transfer,2,0,3,0,3,0
3922,1307,pixel_transfer,2,0,3,0,3,0
3926,1308,pixel_transfer,2,0,3,0,3,0
3930,1309,pixel_transfer,2,0,3,0,3,0
3934,1311,pixel_transfer,2,0,3,0,3,0
3937,1312,pixel_transfer,1,0,0,0,0,0
3938,1312,pixel_transfer,2,0,3,0,3,0
3941,1313,pixel_transfer,1,0,0,0,0,0
3942,1313,pixel_transfer,2,0,3,1,3,0
3945,1314,pixel_transfer,1,0,0,0,0,0
3946,1315,pixel_transfer,2,0,2,0,3,1
3949,1316,pixel_transfer,1,0,0,0,0,0
3950,1316,pixel_transfer,2,0,2,0,2,0
3953,1317,pixel_transfer,1,0,0,0,0,0
3954,1317,pixel_transfer,2,0,2,0,2,0
3957,1318,pixel_transfer,1,0,0,0,0,0
3958,1319,pixel_transfer,2,0,2,0,2,0
3961,1320,pixel_transfer,1,0,0,0,0,0
3962,1320,pixel_transfer,2,0,2,0,2,0
3965,1321,pixel_transfer,1,0,1,0,0,0
3966,1321,pixel_transfer,2,0,2,0,2,0
3969,1322,pixel_transfer,1,0,1,0,1,0
3970,1323,pixel_transfer,2,0,2,0,2,0
3973,1324,pixel_transfer,1,0,1,0,1,0
3974,1324,pixel_transfer,2,0,2,0,2,0
3977,1325,pixel_transfer,1,0,1,0,1,0
3978,1325,pixel_transfer,2,0,2,0,2,0
3981,1326,pixel_transfer,1,0,1,0,1,0
3982,1327,pixel_transfer,2,0,2,0,2,0
3985,1328,pixel_transfer,1,0,1,0,1,0
3986,1328,pixel_transfer,2,2,2,0,2,0
3989,1329,pixel_transfer,1,0,1,0,1,0
3990,1329,pixel_transfer,0,0,2,0,2,0
3993,1330,pixel_transfer,1,0,1,0,1,0
3994,1331,pixel_transfer,0,0,2,0,2,0
3997,1332,pixel_transfer,1,0,1,0,1,0
3998,1332,pixel_transfer,0,0,2,0,2,0
4001,1333,pixel_transfer,1,0,1,0,1,0
4002,1333,pixel_transfer,0,0,2,0,2,0
4005,1334,pixel_transfer,1,0,1,0,1,0
4006,1335,pixel_transfer,0,0,2,0,2,0
4009,1336,pixel_transfer,3,0,1,0,1,0
4010,1336,pixel_transfer,0,0,2,0,2,0
4013,1337,pixel_transfer,3,0,1,0,1,0
4014,1337,pixel_transfer,0,0,2,2,2,0
4017,1338,pixel_transfer,3,0,1,0,1,0
4018,1339,pixel_transfer,0,0,0,0,2,2
4021,1340,line_marker,3,0,1,0,1,0
4025,1341,pixel_transfer,3,0,1,0,1,0
4029,1342,pixel_transfer,3,0,1,0,1,0
4033,1344,pixel_transfer,3,0,1,0,1,0
4037,1345,pixel_transfer,3,0,3,0,1,0
4041,1346,pixel_transfer,3,0,3,0,3,0
4045,1348,pixel_transfer,3,0,3,0,3,0
4049,1349,pixel_transfer,3,0,3,0,3,0
4053,1350,pixel_transfer,3,0,3,0,3,0
4057,1352,pixel_transfer,3,0,3,0,3,0
4061,1353,pixel_transfer,3,1,3,0,3,0
4065,1354,pixel_transfer,2,0,3,0,3,0
4069,1356,pixel_transfer,2,0,3,0,3,0
4073,1357,pixel_transfer,2,0,3,0,3,0
4077,1358,pixel_transfer,2,0,3,0,3,0
4081,1360,pixel_transfer,2,0,3,0,3,0
4084,1361,pixel_transfer,1,0,0,0,0,0
4085,1361,pixel_transfer,2,0,3,0,3,0
4088,1362,pixel_transfer,1,0,0,0,0,0
4089,1362,pixel_transfer,2,0,3,1,3,0
4092,1363,pixel_transfer,1,0,0,0,0,0
4093,1364,pixel_transfer,2,0,2,0,3,1
4096,1365,pixel_transfer,1,0,0,0,0,0
4097,1365,pixel_transfer,2,0,2,0,2,0
4100,1366,pixel_transfer,1,0,0,0,0,0
4101,1366,pixel_transfer,2,0,2,0,2,0
4104,1367,pixel_transfer,1,0,0,0,0,0
4105,1368,pixel_transfer,2,0,2,0,2,0
4108,1369,pixel_transfer,1,0,0,0,0,0
4109,1369,pixel_transfer,2,0,2,0,2,0
4112,1370,pixel_transfer,1,0,1,0,0,0
4113,1370,pixel_transfer,2,0,2,0,2,0
4116,1371,pixel_transfer,1,0,1,0,1,0
4117,1372,pixel_transfer,2,0,2,0,2,0
4120,1373,pixel_transfer,1,0,1,0,1,0
4121,1373,pixel_transfer,2,0,2,0,2,0
4124,1374,pixel_transfer,1,0,1,0,1,0
4125,1374,pixel_transfer,2,0,2,0,2,0
4128,1375,pixel_transfer,1,0,1,0,1,0
4129,1376,pixel_transfer,2,0,2,0,2,0
4132,1377,pixel_transfer,1,0,1,0,1,0
4133,1377,pixel_transfer,2,2,2,0,2,0
4136,1378,pixel_transfer,1,0,1,0,1,0
4137,1378,pixel_transfer,0,0,2,0,2,0
4140,1379,pixel_transfer,1,0,1,0,1,0
4141,1380,pixel_transfer,0,0,2,0,2,0
4144,1381,pixel_transfer,1,0,1,0,1,0
4145,1381,pixel_transfer,0,0,2,0,2,0
4148,1382,pixel_transfer,1,0,1,0,1,0
4149,1382,pixel_transfer,0,0,2,0,2,0
4152,1383,pixel_transfer,1,0,1,0,1,0
4153,1384,pixel_transfer,0,0,2,0,2,0
4156,1385,pixel_transfer,3,0,1,0,1,0
4157,1385,pixel_transfer,0,0,2,0,2,0
4160,1386,pixel_transfer,3,0,1,0,1,0
4161,1386,pixel_transfer,0,0,2,2,2,0
4164,1387,pixel_transfer,3,0,1,0,1,0
4165,1388,pixel_transfer,0,0,0,0,2,2
4168,1389,line_marker,3,0,1,0,1,0
4172,1390,pixel_transfer,3,0,1,0,1,0
4176,1391,pixel_transfer,3,0,1,0,1,0
4180,1393,pixel_transfer,3,0,1,0,1,0
4184,1394,pixel_transfer,3,0,3,0,1,0
4188,1395,pixel_transfer,3,0,3,0,3,0
4192,1397,pixel_transfer,3,0,3,0,3,0
4196,1398,pixel_transfer,3,0,3,0,3,0
4200,1399,pixel_transfer,3,0,3,0,3,0
4204,1401,pixel_transfer,3,0,3,0,3,0
4208,1402,pixel_transfer,3,1,3,0,3,0
4212,1403,pixel_transfer,2,0,3,0,3,0
4216,1405,pixel_transfer,2,0,3,0,3,0
4220,1406,pixel_transfer,2,0,3,0,3,0
4224,1407,pixel_transfer,2,0,3,0,3,0
4228,1409,pixel_transfer,2,0,3,0,3,0
4231,1410,pixel_transfer,1,0,0,0,0,0
4232,1410,pixel_transfer,2,0,3,0,3,0
4235,1411,pixel_transfer,1,0,0,0,0,0
4236,1411,pixel_transfer,2,0,3,1,3,0
4239,1412,pixel_transfer,1,0,0,0,0,0
4240,1413,pixel_transfer,2,0,2,0,3,1
4243,1414,pixel_transfer,1,0,0,0,0,0
4244,1414,pixel_transfer,2,0,2,0,2,0
4247,1415,pixel_transfer,1,0,0,0,0,0
4248,1415,pixel_transfer,2,0,2,0,2,0
4251,1416,pixel_transfer,1,0,0,0,0,0
4252,1417,pixel_transfer,2,0,2,0,2,0
4255,1418,pixel_transfer,1,0,0,0,0,0
4256,1418,pixel_transfer,2,0,2,0,2,0
4259,1419,pixel_transfer,1,0,1,0,0,0
4260,1419,pixel_transfer,2,0,2,0,2,0
4263,1420,pixel_transfer,1,0,1,0,1,0
4264,1421,pixel_transfer,2,0,2,0,2,0
4267,1422,pixel_transfer,1,0,1,0,1,0
4268,1422,pixel_transfer,2,0,2,0,2,0
4271,1423,pixel_transfer,1,0,1,0,1,0
4272,1423,pixel_transfer,2,0,2,0,2,0
4275,1424,pixel_transfer,1,0,1,0,1,0
4276,1425,pixel_transfer,2,0,2,0,2,0
4279,1426,pixel_transfer,1,0,1,0,1,0
4280,1426,pixel_transfer,2,2,2,0,2,0
4283,1427,pixel_transfer,1,0,1,0,1,0
4284,1427,pixel_transfer,0,0,2,0,2,0
4287,1428,pixel_transfer,1,0,1,0,1,0
4288,1429,pixel_transfer,0,0,2,0,2,0
4291,1430,pixel_transfer,1,0,1,0,1,0
4292,1430,pixel_transfer,0,0,2,0,2,0
4295,1431,pixel_transfer,1,0,1,0,1,0
4296,1431,pixel_transfer,0,0,2,0,2,0
4299,1432,pixel_transfer,1,0,1,0,1,0
4300,1433,pixel_transfer,0,0,2,0,2,0
4303,1434,pixel_transfer,3,0,1,0,1,0
4304,1434,pixel_transfer,0,0,2,0,2,0
4307,1435,pixel_transfer,3,0,1,0,1,0
4308,1435,pixel_transfer,0,0,2,2,2,0
4311,1436,pixel_transfer,3,0,1,0,1,0
4312,1437,pixel_transfer,0,0,0,0,2,2
4315,1438,line_marker,3,0,1,0,1,0
4319,1439,pixel_transfer,3,0,1,0,1,0
4323,1440,pixel_transfer,3,0,1,0,1,0
4327,1442,pixel_transfer,3,0,1,0,1,0
4331,1443,pixel_transfer,3,0,3,0,1,0
4335,1444,pixel_transfer,3,0,3,0,3,0
4339,1446,pixel_transfer,3,0,3,0,3,0
4343,1447,pixel_transfer,3,0,3,0,3,0
4347,1448,pixel_transfer,3,0,3,0,3,0
4351,1450,pixel_transfer,3,0,3,0,3,0
4355,1451,pixel_transfer,3,1,3,0,3,0
4359,1452,pixel_transfer,2,0,3,0,3,0
4363,1454,pixel_transfer,2,0,3,0,3,0
4367,1455,pixel_transfer,2,0,3,0,3,0
4371,1456,pixel_transfer,2,0,3,0,3,0
4375,1458,pixel_transfer,2,0,3,0,3,0
4378,1459,pixel_transfer,1,0,0,0,0,0
4379,1459,pixel_transfer,2,0,3,0,3,0
4382,1460,pixel_transfer,1,0,0,0,0,0
4383,1460,pixel_transfer,2,0,3,1,3,0
4386,1461,pixel_transfer,1,0,0,0,0,0
4387,1462,pixel_transfer,2,0,2,0,3,1
4390,1463,pixel_transfer,1,0,0,0,0,0
4391,1463,pixel_transfer,2,0,2,0,2,0
4394,1464,pixel_transfer,1,0,0,0,0,0
4395,1464,pixel_transfer,2,0,2,0,2,0
4398,1465,pixel_transfer,1,0,0,0,0,0
4399,1466,pixel_transfer,2,0,2,0,2,0
4402,1467,pixel_transfer,1,0,0,0,0,0
4403,1467,pixel_transfer,2,0,2,0,2,0
4406,1468,pixel_transfer,1,0,1,0,0,0
4407,1468,pixel_transfer,2,0,2,0,2,0
4410,1469,pixel_transfer,1,0,1,0,1,0
4411,1470,pixel_transfer,2,0,2,0,2,0
4414,1471,pixel_transfer,1,0,1,0,1,0
4415,1471,pixel_transfer,2,0,2,0,2,0
4418,1472,pixel_transfer,1,0,1,0,1,0
4419,1472,pixel_transfer,2,0,2,0,2,0
4422,1473,pixel_transfer,1,0,1,0,1,0
4423,1474,pixel_transfer,2,0,2,0,2,0
4426,1475,pixel_transfer,1,0,1,0,1,0
4427,1475,pixel_transfer,2,2,2,0,2,0
4430,1476,pixel_transfer,1,0,1,0,1,0
4431,1476,pixel_transfer,0,0,2,0,2,0
4434,1477,pixel_transfer,1,0,1,0,1,0
4435,1478,pixel_transfer,0,0,2,0,2,0
4438,1479,pixel_transfer,1,0,1,0,1,0
4439,1479,pixel_transfer,0,0,2,0,2,0
4442,1480,pixel_transfer,1,0,1,0,1,0
4443,1480,pixel_transfer,0,0,2,0,2,0
4446,1481,pixel_transfer,1,0,1,0,1,0
4447,1482,pixel_transfer,0,0,2,0,2,0
4450,1483,pixel_transfer,3,0,1,0,1,0
4451,1483,pixel_transfer,0,0,2,0,2,0
4454,1484,pixel_transfer,3,0,1,0,1,0
4455,1484,pixel_transfer,0,0,2,2,2,0
4458,1485,pixel_transfer,3,0,1,0,1,0
4459,1486,pixel_transfer,0,0,0,0,2,2
4462,1487,line_marker,3,0,1,0,1,0
4466,1488,pixel_transfer,3,0,1,0,1,0
4470,1489,pixel_transfer,3,0,1,0,1,0
4474,1491,pixel_transfer,3,0,1,0,1,0
4478,1492,pixel_transfer,3,0,3,0,1,0
4482,1493,pixel_transfer,3,0,3,0,3,0
4486,1495,pixel_transfer,3,0,3,0,3,0
4490,1496,pixel_transfer,3,0,3,0,3,0
4494,1497,pixel_transfer,3,0,3,0,3,0
4498,1499,pixel_transfer,3,0,3,0,3,0
4502,1500,pixel_transfer,3,1,3,0,3,0
4506,1501,pixel_transfer,2,0,3,0,3,0
4510,1503,pixel_transfer,2,0,3,0,3,0
4514,1504,pixel_transfer,2,0,3,0,3,0
4518,1505,pixel_transfer,2,0,3,0,3,0
4522,1507,pixel_transfer,2,0,3,0,3,0
