dsc_cycle,axi_cycle,phase,slice_buffer_valid,slice_buffer_last,flatness_valid,flatness_last,predict_valid,predict_last
14613,4870,pixel_transfer,3,0,1,0,1,0
14617,4872,pixel_transfer,3,0,1,0,1,0
14621,4873,pixel_transfer,3,0,3,0,1,0
14625,4874,pixel_transfer,3,0,3,0,3,0
14629,4876,pixel_transfer,3,0,3,0,3,0
14633,4877,pixel_transfer,3,0,3,0,3,0
14637,4878,pixel_transfer,3,0,3,0,3,0
14641,4880,pixel_transfer,3,0,3,0,3,0
14645,4881,pixel_transfer,3,1,3,0,3,0
14649,4882,pixel_transfer,2,0,3,0,3,0
14653,4884,pixel_transfer,2,0,3,0,3,0
14657,4885,pixel_transfer,2,0,3,0,3,0
14661,4886,pixel_transfer,2,0,3,0,3,0
14665,4888,pixel_transfer,2,0,3,0,3,0
14668,4889,pixel_transfer,1,0,0,0,0,0
14669,4889,pixel_transfer,2,0,3,0,3,0
14672,4890,pixel_transfer,1,0,0,0,0,0
14673,4890,pixel_transfer,2,0,3,1,3,0
14676,4891,pixel_transfer,1,0,0,0,0,0
14677,4892,pixel_transfer,2,0,2,0,3,1
14680,4893,pixel_transfer,1,0,0,0,0,0
14681,4893,pixel_transfer,2,0,2,0,2,0
14684,4894,pixel_transfer,1,0,0,0,0,0
14685,4894,pixel_transfer,2,0,2,0,2,0
14688,4895,pixel_transfer,1,0,0,0,0,0
14689,4896,pixel_transfer,2,0,2,0,2,0
14692,4897,pixel_transfer,1,0,0,0,0,0
14693,4897,pixel_transfer,2,0,2,0,2,0
14696,4898,pixel_transfer,1,0,1,0,0,0
14697,4898,pixel_transfer,2,0,2,0,2,0
14700,4899,pixel_transfer,1,0,1,0,1,0
14701,4900,pixel_transfer,2,0,2,0,2,0
14704,4901,pixel_transfer,1,0,1,0,1,0
14705,4901,pixel_transfer,2,0,2,0,2,0
14708,4902,pixel_transfer,1,0,1,0,1,0
14709,4902,pixel_transfer,2,0,2,0,2,0
14712,4903,pixel_transfer,1,0,1,0,1,0
14713,4904,pixel_transfer,2,0,2,0,2,0
14716,4905,pixel_transfer,1,0,1,0,1,0
14717,4905,pixel_transfer,2,2,2,0,2,0
14720,4906,pixel_transfer,1,0,1,0,1,0
14721,4906,pixel_transfer,0,0,2,0,2,0
14724,4907,pixel_transfer,1,0,1,0,1,0
14725,4908,pixel_transfer,0,0,2,0,2,0
14728,4909,pixel_transfer,1,0,1,0,1,0
14729,4909,pixel_transfer,0,0,2,0,2,0
14732,4910,pixel_transfer,1,0,1,0,1,0
14733,4910,pixel_transfer,0,0,2,0,2,0
14736,4911,pixel_transfer,1,0,1,0,1,0
14737,4912,pixel_transfer,0,0,2,0,2,0
14740,4913,pixel_transfer,3,0,1,0,1,0
14741,4913,pixel_transfer,0,0,2,0,2,0
14744,4914,pixel_transfer,3,0,1,0,1,0
14745,4914,pixel_transfer,0,0,2,2,2,0
14748,4915,pixel_transfer,3,0,1,0,1,0
14749,4916,pixel_transfer,0,0,0,0,2,2
14752,4917,line_marker,3,0,1,0,1,0
14756,4918,pixel_transfer,3,0,1,0,1,0
14760,4919,pixel_transfer,3,0,1,0,1,0
14764,4921,pixel_transfer,3,0,1,0,1,0
14768,4922,pixel_transfer,3,0,3,0,1,0
14772,4923,pixel_transfer,3,0,3,0,3,0
14776,4925,pixel_transfer,3,0,3,0,3,0
14780,4926,pixel_transfer,3,0,3,0,3,0
14784,4927,pixel_transfer,3,0,3,0,3,0
14788,4929,pixel_transfer,3,0,3,0,3,0
14792,4930,pixel_transfer,3,1,3,0,3,0
14796,4931,pixel_transfer,2,0,3,0,3,0
14800,4933,pixel_transfer,2,0,3,0,3,0
14804,4934,pixel_transfer,2,0,3,0,3,0
14808,4935,pixel_transfer,2,0,3,0,3,0
14812,4937,pixel_transfer,2,0,3,0,3,0
14815,4938,pixel_transfer,1,0,0,0,0,0
14816,4938,pixel_transfer,2,0,3,0,3,0
14819,4939,pixel_transfer,1,0,0,0,0,0
14820,4939,pixel_transfer,2,0,3,1,3,0
14823,4940,pixel_transfer,1,0,0,0,0,0
14824,4941,pixel_transfer,2,0,2,0,3,1
14827,4942,pixel_transfer,1,0,0,0,0,0
14828,4942,pixel_transfer,2,0,2,0,2,0
14831,4943,pixel_transfer,1,0,0,0,0,0
14832,4943,pixel_transfer,2,0,2,0,2,0
14835,4944,pixel_transfer,1,0,0,0,0,0
14836,4945,pixel_transfer,2,0,2,0,2,0
14839,4946,pixel_transfer,1,0,0,0,0,0
14840,4946,pixel_transfer,2,0,2,0,2,0
14843,4947,pixel_transfer,1,0,1,0,0,0
14844,4947,pixel_transfer,2,0,2,0,2,0
14847,4948,pixel_transfer,1,0,1,0,1,0
14848,4949,pixel_transfer,2,0,2,0,2,0
14851,4950,pixel_transfer,1,0,1,0,1,0
14852,4950,pixel_transfer,2,0,2,0,2,0
14855,4951,pixel_transfer,1,0,1,0,1,0
14856,4951,pixel_transfer,2,0,2,0,2,0
14859,4952,pixel_transfer,1,0,1,0,1,0
14860,4953,pixel_transfer,2,0,2,0,2,0
14863,4954,pixel_transfer,1,0,1,0,1,0
14864,4954,pixel_transfer,2,2,2,0,2,0
14867,4955,pixel_transfer,1,0,1,0,1,0
14868,4955,pixel_transfer,0,0,2,0,2,0
14871,4956,pixel_transfer,1,0,1,0,1,0
14872,4957,pixel_transfer,0,0,2,0,2,0
14875,4958,pixel_transfer,1,0,1,0,1,0
14876,4958,pixel_transfer,0,0,2,0,2,0
14879,4959,pixel_transfer,1,0,1,0,1,0
14880,4959,pixel_transfer,0,0,2,0,2,0
14883,4960,pixel_transfer,1,0,1,0,1,0
14884,4961,pixel_transfer,0,0,2,0,2,0
14887,4962,pixel_transfer,3,0,1,0,1,0
14888,4962,pixel_transfer,0,0,2,0,2,0
14891,4963,pixel_transfer,3,0,1,0,1,0
14892,4963,pixel_transfer,0,0,2,2,2,0
14895,4964,pixel_transfer,3,0,1,0,1,0
14896,4965,pixel_transfer,0,0,0,0,2,2
14899,4966,line_marker,3,0,1,0,1,0
14903,4967,pixel_transfer,3,0,1,0,1,0
14907,4968,pixel_transfer,3,0,1,0,1,0
14911,4970,pixel_transfer,3,0,1,0,1,0
14915,4971,pixel_transfer,3,0,3,0,1,0
14919,4972,pixel_transfer,3,0,3,0,3,0
14923,4974,pixel_transfer,3,0,3,0,3,0
14927,4975,pixel_transfer,3,0,3,0,3,0
14931,4976,pixel_transfer,3,0,3,0,3,0
14935,4978,pixel_transfer,3,0,3,0,3,0
14939,4979,pixel_transfer,3,1,3,0,3,0
14943,4980,pixel_transfer,2,0,3,0,3,0
14947,4982,pixel_transfer,2,0,3,0,3,0
14951,4983,pixel_transfer,2,0,3,0,3,0
14955,4984,pixel_transfer,2,0,3,0,3,0
14959,4986,pixel_transfer,2,0,3,0,3,0
14962,4987,pixel_transfer,1,0,0,0,0,0
14963,4987,pixel_transfer,2,0,3,0,3,0
14966,4988,pixel_transfer,1,0,0,0,0,0
14967,4988,pixel_transfer,2,0,3,1,3,0
14970,4989,pixel_transfer,1,0,0,0,0,0
14971,4990,pixel_transfer,2,0,2,0,3,1
14974,4991,pixel_transfer,1,0,0,0,0,0
14975,4991,pixel_transfer,2,0,2,0,2,0
14978,4992,pixel_transfer,1,0,0,0,0,0
14979,4992,pixel_transfer,2,0,2,0,2,0
14982,4993,pixel_transfer,1,0,0,0,0,0
14983,4994,pixel_transfer,2,0,2,0,2,0
14986,4995,pixel_transfer,1,0,0,0,0,0
14987,4995,pixel_transfer,2,0,2,0,2,0
14990,4996,pixel_transfer,1,0,1,0,0,0
14991,4996,pixel_transfer,2,0,2,0,2,0
14994,4997,pixel_transfer,1,0,1,0,1,0
14995,4998,pixel_transfer,2,0,2,0,2,0
14998,4999,pixel_transfer,1,0,1,0,1,0
14999,4999,pixel_transfer,2,0,2,0,2,0
15002,5000,pixel_transfer,1,0,1,0,1,0
15003,5000,pixel_transfer,2,0,2,0,2,0
15006,5001,pixel_transfer,1,0,1,0,1,0
15007,5002,pixel_transfer,2,0,2,0,2,0
15010,5003,pixel_transfer,1,0,1,0,1,0
15011,5003,pixel_transfer,2,2,2,0,2,0
15014,5004,pixel_transfer,1,0,1,0,1,0
15015,5004,pixel_transfer,0,0,2,0,2,0
15018,5005,pixel_transfer,1,0,1,0,1,0
15019,5006,pixel_transfer,0,0,2,0,2,0
15022,5007,pixel_transfer,1,0,1,0,1,0
15023,5007,pixel_transfer,0,0,2,0,2,0
15026,5008,pixel_transfer,1,0,1,0,1,0
15027,5008,pixel_transfer,0,0,2,0,2,0
15030,5009,pixel_transfer,1,0,1,0,1,0
15031,5010,pixel_transfer,0,0,2,0,2,0
15034,5011,pixel_transfer,3,0,1,0,1,0
15035,5011,pixel_transfer,0,0,2,0,2,0
15038,5012,pixel_transfer,3,0,1,0,1,0
15039,5012,pixel_transfer,0,0,2,2,2,0
15042,5013,pixel_transfer,3,0,1,0,1,0
15043,5014,pixel_transfer,0,0,0,0,2,2
15046,5015,line_marker,3,0,1,0,1,0
15050,5016,pixel_transfer,3,0,1,0,1,0
15054,5017,pixel_transfer,3,0,1,0,1,0
15058,5019,pixel_transfer,3,0,1,0,1,0
15062,5020,pixel_transfer,3,0,3,0,1,0
15066,5021,pixel_transfer,3,0,3,0,3,0
15070,5023,pixel_transfer,3,0,3,0,3,0
15074,5024,pixel_transfer,3,0,3,0,3,0
15078,5025,pixel_transfer,3,0,3,0,3,0
15082,5027,pixel_transfer,3,0,3,0,3,0
15086,5028,pixel_transfer,3,1,3,0,3,0
15090,5029,pixel_transfer,2,0,3,0,3,0
15094,5031,pixel_transfer,2,0,3,0,3,0
15098,5032,pixel_transfer,2,0,3,0,3,0
15102,5033,pixel_transfer,2,0,3,0,3,0
15106,5035,pixel_transfer,2,0,3,0,3,0
15109,5036,pixel_transfer,1,0,0,0,0,0
15110,5036,pixel_transfer,2,0,3,0,3,0
15113,5037,pixel_transfer,1,0,0,0,0,0
15114,5037,pixel_transfer,2,0,3,1,3,0
15117,5038,pixel_transfer,1,0,0,0,0,0
15118,5039,pixel_transfer,2,0,2,0,3,1
15121,5040,pixel_transfer,1,0,0,0,0,0
15122,5040,pixel_transfer,2,0,2,0,2,0
15125,5041,pixel_transfer,1,0,0,0,0,0
15126,5041,pixel_transfer,2,0,2,0,2,0
15129,5042,pixel_transfer,1,0,0,0,0,0
15130,5043,pixel_transfer,2,0,2,0,2,0
15133,5044,pixel_transfer,1,0,0,0,0,0
15134,5044,pixel_transfer,2,0,2,0,2,0
15137,5045,pixel_transfer,1,0,1,0,0,0
15138,5045,pixel_transfer,2,0,2,0,2,0
15141,5046,pixel_transfer,1,0,1,0,1,0
15142,5047,pixel_transfer,2,0,2,0,2,0
15145,5048,pixel_transfer,1,0,1,0,1,0
15146,5048,pixel_transfer,2,0,2,0,2,0
15149,5049,pixel_transfer,1,0,1,0,1,0
15150,5049,pixel_transfer,2,0,2,0,2,0
15153,5050,pixel_transfer,1,0,1,0,1,0
15154,5051,pixel_transfer,2,0,2,0,2,0
15157,5052,pixel_transfer,1,0,1,0,1,0
15158,5052,pixel_transfer,2,2,2,0,2,0
15161,5053,pixel_transfer,1,0,1,0,1,0
15162,5053,pixel_transfer,0,0,2,0,2,0
15165,5054,pixel_transfer,1,0,1,0,1,0
15166,5055,pixel_transfer,0,0,2,0,2,0
15169,5056,pixel_transfer,1,0,1,0,1,0
15170,5056,pixel_transfer,0,0,2,0,2,0
15173,5057,pixel_transfer,1,0,1,0,1,0
15174,5057,pixel_transfer,0,0,2,0,2,0
15177,5058,pixel_transfer,1,0,1,0,1,0
15178,5059,pixel_transfer,0,0,2,0,2,0
15181,5060,pixel_transfer,3,0,1,0,1,0
15182,5060,pixel_transfer,0,0,2,0,2,0
15185,5061,pixel_transfer,3,0,1,0,1,0
15186,5061,pixel_transfer,0,0,2,2,2,0
15189,5062,pixel_transfer,3,0,1,0,1,0
15190,5063,pixel_transfer,0,0,0,0,2,2
15193,5064,line_marker,3,0,1,0,1,0
15197,5065,pixel_transfer,3,0,1,0,1,0
15201,5066,pixel_transfer,3,0,1,0,1,0
15205,5068,pixel_transfer,3,0,1,0,1,0
15209,5069,pixel_transfer,3,0,3,0,1,0
15213,5070,pixel_transfer,3,0,3,0,3,0
15217,5072,pixel_transfer,3,0,3,0,3,0
15221,5073,pixel_transfer,3,0,3,0,3,0
15225,5074,pixel_transfer,3,0,3,0,3,0
15229,5076,pixel_transfer,3,0,3,0,3,0
15233,5077,pixel_transfer,3,1,3,0,3,0
15237,5078,pixel_transfer,2,0,3,0,3,0
15241,5080,pixel_transfer,2,0,3,0,3,0
15245,5081,pixel_transfer,2,0,3,0,3,0
15249,5082,pixel_transfer,2,0,3,0,3,0
15253,5084,pixel_transfer,2,0,3,0,3,0
15256,5085,pixel_transfer,1,0,0,0,0,0
15257,5085,pixel_transfer,2,0,3,0,3,0
15260,5086,pixel_transfer,1,0,0,0,0,0
15261,5086,pixel_transfer,2,0,3,1,3,0
15264,5087,pixel_transfer,1,0,0,0,0,0
15265,5088,pixel_transfer,2,0,2,0,3,1
15268,5089,pixel_transfer,1,0,0,0,0,0
15269,5089,pixel_transfer,2,0,2,0,2,0
15272,5090,pixel_transfer,1,0,0,0,0,0
15273,5090,pixel_transfer,2,0,2,0,2,0
15276,5091,pixel_transfer,1,0,0,0,0,0
15277,5092,pixel_transfer,2,0,2,0,2,0
15280,5093,pixel_transfer,1,0,0,0,0,0
15281,5093,pixel_transfer,2,0,2,0,2,0
15284,5094,pixel_transfer,1,0,1,0,0,0
15285,5094,pixel_transfer,2,0,2,0,2,0
15288,5095,pixel_transfer,1,0,1,0,1,0
15289,5096,pixel_transfer,2,0,2,0,2,0
15292,5097,pixel_transfer,1,0,1,0,1,0
15293,5097,pixel_transfer,2,0,2,0,2,0
15296,5098,pixel_transfer,1,0,1,0,1,0
15297,5098,pixel_transfer,2,0,2,0,2,0
15300,5099,pixel_transfer,1,0,1,0,1,0
15301,5100,pixel_transfer,2,0,2,0,2,0
15304,5101,pixel_transfer,1,0,1,0,1,0
15305,5101,pixel_transfer,2,2,2,0,2,0
15308,5102,pixel_transfer,1,0,1,0,1,0
15309,5102,pixel_transfer,0,0,2,0,2,0
15312,5103,pixel_transfer,1,0,1,0,1,0
15313,5104,pixel_transfer,0,0,2,0,2,0
15316,5105,pixel_transfer,1,0,1,0,1,0
15317,5105,pixel_transfer,0,0,2,0,2,0
15320,5106,pixel_transfer,1,0,1,0,1,0
15321,5106,pixel_transfer,0,0,2,0,2,0
15324,5107,pixel_transfer,1,0,1,0,1,0
15325,5108,pixel_transfer,0,0,2,0,2,0
15328,5109,pixel_transfer,3,0,1,0,1,0
15329,5109,pixel_transfer,0,0,2,0,2,0
15332,5110,pixel_transfer,3,0,1,0,1,0
15333,5110,pixel_transfer,0,0,2,2,2,0
15336,5111,pixel_transfer,3,0,1,0,1,0
15337,5112,pixel_transfer,0,0,0,0,2,2
15340,5113,line_marker,3,0,1,0,1,0
15344,5114,pixel_transfer,3,0,1,0,1,0
15348,5115,pixel_transfer,3,0,1,0,1,0
15352,5117,pixel_transfer,3,0,1,0,1,0
15356,5118,pixel_transfer,3,0,3,0,1,0
15360,5119,pixel_transfer,3,0,3,0,3,0
15364,5121,pixel_transfer,3,0,3,0,3,0
15368,5122,pixel_transfer,3,0,3,0,3,0
15372,5123,pixel_transfer,3,0,3,0,3,0
15376,5125,pixel_transfer,3,0,3,0,3,0
15380,5126,pixel_transfer,3,1,3,0,3,0
15384,5127,pixel_transfer,2,0,3,0,3,0
15388,5129,pixel_transfer,2,0,3,0,3,0
15392,5130,pixel_transfer,2,0,3,0,3,0
15396,5131,pixel_transfer,2,0,3,0,3,0
15400,5133,pixel_transfer,2,0,3,0,3,0
15403,5134,pixel_transfer,1,0,0,0,0,0
15404,5134,pixel_transfer,2,0,3,0,3,0
15407,5135,pixel_transfer,1,0,0,0,0,0
15408,5135,pixel_transfer,2,0,3,1,3,0
15411,5136,pixel_transfer,1,0,0,0,0,0
15412,5137,pixel_transfer,2,0,2,0,3,1
15415,5138,pixel_transfer,1,0,0,0,0,0
15416,5138,pixel_transfer,2,0,2,0,2,0
15419,5139,pixel_transfer,1,0,0,0,0,0
15420,5139,pixel_transfer,2,0,2,0,2,0
15423,5140,pixel_transfer,1,0,0,0,0,0
15424,5141,pixel_transfer,2,0,2,0,2,0
15427,5142,pixel_transfer,1,0,0,0,0,0
15428,5142,pixel_transfer,2,0,2,0,2,0
15431,5143,pixel_transfer,1,0,1,0,0,0
15432,5143,pixel_transfer,2,0,2,0,2,0
15435,5144,pixel_transfer,1,0,1,0,1,0
15436,5145,pixel_transfer,2,0,2,0,2,0
15439,5146,pixel_transfer,1,0,1,0,1,0
15440,5146,pixel_transfer,2,0,2,0,2,0
15443,5147,pixel_transfer,1,0,1,0,1,0
15444,5147,pixel_transfer,2,0,2,0,2,0
15447,5148,pixel_transfer,1,0,1,0,1,0
15448,5149,pixel_transfer,2,0,2,0,2,0
15451,5150,pixel_transfer,1,0,1,0,1,0
15452,5150,pixel_transfer,2,2,2,0,2,0
15455,5151,pixel_transfer,1,0,1,0,1,0
15456,5151,pixel_transfer,0,0,2,0,2,0
15459,5152,pixel_transfer,1,0,1,0,1,0
15460,5153,pixel_transfer,0,0,2,0,2,0
15463,5154,pixel_transfer,1,0,1,0,1,0
15464,5154,pixel_transfer,0,0,2,0,2,0
15467,5155,pixel_transfer,1,0,1,0,1,0
15468,5155,pixel_transfer,0,0,2,0,2,0
15471,5156,pixel_transfer,1,0,1,0,1,0
15472,5157,pixel_transfer,0,0,2,0,2,0
15475,5158,pixel_transfer,3,0,1,0,1,0
15476,5158,pixel_transfer,0,0,2,0,2,0
15479,5159,pixel_transfer,3,0,1,0,1,0
15480,5159,pixel_transfer,0,0,2,2,2,0
15483,5160,pixel_transfer,3,0,1,0,1,0
15484,5161,pixel_transfer,0,0,0,0,2,2
15487,5162,line_marker,3,0,1,0,1,0
15491,5163,pixel_transfer,3,0,1,0,1,0
15495,5164,pixel_transfer,3,0,1,0,1,0
15499,5166,pixel_transfer,3,0,1,0,1,0
15503,5167,pixel_transfer,3,0,3,0,1,0
15507,5168,pixel_transfer,3,0,3,0,3,0
15511,5170,pixel_transfer,3,0,3,0,3,0
15515,5171,pixel_transfer,3,0,3,0,3,0
15519,5172,pixel_transfer,3,0,3,0,3,0
15523,5174,pixel_transfer,3,0,3,0,3,0
15527,5175,pixel_transfer,3,1,3,0,3,0
15531,5176,pixel_transfer,2,0,3,0,3,0
15535,5178,pixel_transfer,2,0,3,0,3,0
15539,5179,pixel_transfer,2,0,3,0,3,0
15543,5180,pixel_transfer,2,0,3,0,3,0
15547,5182,pixel_transfer,2,0,3,0,3,0
15550,5183,pixel_transfer,1,0,0,0,0,0
15551,5183,pixel_transfer,2,0,3,0,3,0
15554,5184,pixel_transfer,1,0,0,0,0,0
15555,5184,pixel_transfer,2,0,3,1,3,0
15558,5185,pixel_transfer,1,0,0,0,0,0
15559,5186,pixel_transfer,2,0,2,0,3,1
15562,5187,pixel_transfer,1,0,0,0,0,0
15563,5187,pixel_transfer,2,0,2,0,2,0
15566,5188,pixel_transfer,1,0,0,0,0,0
15567,5188,pixel_transfer,2,0,2,0,2,0
15570,5189,pixel_transfer,1,0,0,0,0,0
15571,5190,pixel_transfer,2,0,2,0,2,0
15574,5191,pixel_transfer,1,0,0,0,0,0
15575,5191,pixel_transfer,2,0,2,0,2,0
15578,5192,pixel_transfer,1,0,1,0,0,0
15579,5192,pixel_transfer,2,0,2,0,2,0
15582,5193,pixel_transfer,1,0,1,0,1,0
15583,5194,pixel_transfer,2,0,2,0,2,0
15586,5195,pixel_transfer,1,0,1,0,1,0
15587,5195,pixel_transfer,2,0,2,0,2,0
15590,5196,pixel_transfer,1,0,1,0,1,0
15591,5196,pixel_transfer,2,0,2,0,2,0
15594,5197,pixel_transfer,1,0,1,0,1,0
15595,5198,pixel_transfer,2,0,2,0,2,0
15598,5199,pixel_transfer,1,0,1,0,1,0
15599,5199,pixel_transfer,2,2,2,0,2,0
15602,5200,pixel_transfer,1,0,1,0,1,0
15603,5200,pixel_transfer,0,0,2,0,2,0
15606,5201,pixel_transfer,1,0,1,0,1,0
15607,5202,pixel_transfer,0,0,2,0,2,0
15610,5203,pixel_transfer,1,0,1,0,1,0
15611,5203,pixel_transfer,0,0,2,0,2,0
15614,5204,pixel_transfer,1,0,1,0,1,0
15615,5204,pixel_transfer,0,0,2,0,2,0
15618,5205,pixel_transfer,1,0,1,0,1,0
15619,5206,pixel_transfer,0,0,2,0,2,0
15622,5207,pixel_transfer,3,0,1,0,1,0
15623,5207,pixel_transfer,0,0,2,0,2,0
15626,5208,pixel_transfer,3,0,1,0,1,0
15627,5208,pixel_transfer,0,0,2,2,2,0
15630,5209,pixel_transfer,3,0,1,0,1,0
15631,5210,pixel_transfer,0,0,0,0,2,2
15634,5211,line_marker,3,0,1,0,1,0
15638,5212,pixel_transfer,3,0,1,0,1,0
15642,5213,pixel_transfer,3,0,1,0,1,0
15646,5215,pixel_transfer,3,0,1,0,1,0
15650,5216,pixel_transfer,3,0,3,0,1,0
15654,5217,pixel_transfer,3,0,3,0,3,0
15658,5219,pixel_transfer,3,0,3,0,3,0
15662,5220,pixel_transfer,3,0,3,0,3,0
15666,5221,pixel_transfer,3,0,3,0,3,0
15670,5223,pixel_transfer,3,0,3,0,3,0
15674,5224,pixel_transfer,3,1,3,0,3,0
15678,5225,pixel_transfer,2,0,3,0,3,0
15682,5227,pixel_transfer,2,0,3,0,3,0
15686,5228,pixel_transfer,2,0,3,0,3,0
15690,5229,pixel_transfer,2,0,3,0,3,0
15694,5231,pixel_transfer,2,0,3,0,3,0
15697,5232,pixel_transfer,1,0,0,0,0,0
15698,5232,pixel_transfer,2,0,3,0,3,0
15701,5233,pixel_transfer,1,0,0,0,0,0
15702,5233,pixel_transfer,2,0,3,1,3,0
15705,5234,pixel_transfer,1,0,0,0,0,0
15706,5235,pixel_transfer,2,0,2,0,3,1
15709,5236,pixel_transfer,1,0,0,0,0,0
15710,5236,pixel_transfer,2,0,2,0,2,0
15713,5237,pixel_transfer,1,0,0,0,0,0
15714,5237,pixel_transfer,2,0,2,0,2,0
15717,5238,pixel_transfer,1,0,0,0,0,0
15718,5239,pixel_transfer,2,0,2,0,2,0
15721,5240,pixel_transfer,1,0,0,0,0,0
15722,5240,pixel_transfer,2,0,2,0,2,0
15725,5241,pixel_transfer,1,0,1,0,0,0
15726,5241,pixel_transfer,2,0,2,0,2,0
15729,5242,pixel_transfer,1,0,1,0,1,0
15730,5243,pixel_transfer,2,0,2,0,2,0
15733,5244,pixel_transfer,1,0,1,0,1,0
15734,5244,pixel_transfer,2,0,2,0,2,0
15737,5245,pixel_transfer,1,0,1,0,1,0
15738,5245,pixel_transfer,2,0,2,0,2,0
15741,5246,pixel_transfer,1,0,1,0,1,0
15742,5247,pixel_transfer,2,0,2,0,2,0
15745,5248,pixel_transfer,1,0,1,0,1,0
15746,5248,pixel_transfer,2,2,2,0,2,0
15749,5249,pixel_transfer,1,0,1,0,1,0
15750,5249,pixel_transfer,0,0,2,0,2,0
15753,5250,pixel_transfer,1,0,1,0,1,0
15754,5251,pixel_transfer,0,0,2,0,2,0
15757,5252,pixel_transfer,1,0,1,0,1,0
15758,5252,pixel_transfer,0,0,2,0,2,0
15761,5253,pixel_transfer,1,0,1,0,1,0
15762,5253,pixel_transfer,0,0,2,0,2,0
15765,5254,pixel_transfer,1,0,1,0,1,0
15766,5255,pixel_transfer,0,0,2,0,2,0
15769,5256,pixel_transfer,3,0,1,0,1,0
15770,5256,pixel_transfer,0,0,2,0,2,0
15773,5257,pixel_transfer,3,0,1,0,1,0
15774,5257,pixel_transfer,0,0,2,2,2,0
15777,5258,pixel_transfer,3,0,1,0,1,0
15778,5259,pixel_transfer,0,0,0,0,2,2
15781,5260,line_marker,3,0,1,0,1,0
15785,5261,pixel_transfer,3,0,1,0,1,0
15789,5262,pixel_transfer,3,0,1,0,1,0
15793,5264,pixel_transfer,3,0,1,0,1,0
15797,5265,pixel_transfer,3,0,3,0,1,0
15801,5266,pixel_transfer,3,0,3,0,3,0
15805,5268,pixel_transfer,3,0,3,0,3,0
15809,5269,pixel_transfer,3,0,3,0,3,0
15813,5270,pixel_transfer,3,0,3,0,3,0
15817,5272,pixel_transfer,3,0,3,0,3,0
15821,5273,pixel_transfer,3,1,3,0,3,0
15825,5274,pixel_transfer,2,0,3,0,3,0
15829,5276,pixel_transfer,2,0,3,0,3,0
15833,5277,pixel_transfer,2,0,3,0,3,0
15837,5278,pixel_transfer,2,0,3,0,3,0
15841,5280,pixel_transfer,2,0,3,0,3,0
15844,5281,pixel_transfer,1,0,0,0,0,0
15845,5281,pixel_transfer,2,0,3,0,3,0
15848,5282,pixel_transfer,1,0,0,0,0,0
15849,5282,pixel_transfer,2,0,3,1,3,0
15852,5283,pixel_transfer,1,0,0,0,0,0
15853,5284,pixel_transfer,2,0,2,0,3,1
15856,5285,pixel_transfer,1,0,0,0,0,0
15857,5285,pixel_transfer,2,0,2,0,2,0
15860,5286,pixel_transfer,1,0,0,0,0,0
15861,5286,pixel_transfer,2,0,2,0,2,0
15864,5287,pixel_transfer,1,0,0,0,0,0
15865,5288,pixel_transfer,2,0,2,0,2,0
15868,5289,pixel_transfer,1,0,0,0,0,0
15869,5289,pixel_transfer,2,0,2,0,2,0
15872,5290,pixel_transfer,1,0,1,0,0,0
15873,5290,pixel_transfer,2,0,2,0,2,0
15876,5291,pixel_transfer,1,0,1,0,1,0
15877,5292,pixel_transfer,2,0,2,0,2,0
15880,5293,pixel_transfer,1,0,1,0,1,0
15881,5293,pixel_transfer,2,0,2,0,2,0
15884,5294,pixel_transfer,1,0,1,0,1,0
15885,5294,pixel_transfer,2,0,2,0,2,0
15888,5295,pixel_transfer,1,0,1,0,1,0
15889,5296,pixel_transfer,2,0,2,0,2,0
15892,5297,pixel_transfer,1,0,1,0,1,0
15893,5297,pixel_transfer,2,2,2,0,2,0
15896,5298,pixel_transfer,1,0,1,0,1,0
15897,5298,pixel_transfer,0,0,2,0,2,0
15900,5299,pixel_transfer,1,0,1,0,1,0
15901,5300,pixel_transfer,0,0,2,0,2,0
15904,5301,pixel_transfer,1,0,1,0,1,0
15905,5301,pixel_transfer,0,0,2,0,2,0
15908,5302,pixel_transfer,1,0,1,0,1,0
15909,5302,pixel_transfer,0,0,2,0,2,0
15912,5303,pixel_transfer,1,0,1,0,1,0
15913,5304,pixel_transfer,0,0,2,0,2,0
15916,5305,pixel_transfer,3,0,1,0,1,0
15917,5305,pixel_transfer,0,0,2,0,2,0
15920,5306,pixel_transfer,3,0,1,0,1,0
15921,5306,pixel_transfer,0,0,2,2,2,0
15924,5307,pixel_transfer,3,0,1,0,1,0
15925,5308,pixel_transfer,0,0,0,0,2,2
15928,5309,line_marker,3,0,1,0,1,0
15932,5310,pixel_transfer,3,0,1,0,1,0
15936,5311,pixel_transfer,3,0,1,0,1,0
15940,5313,pixel_transfer,3,0,1,0,1,0
15944,5314,pixel_transfer,3,0,3,0,1,0
15948,5315,pixel_transfer,3,0,3,0,3,0
15952,5317,pixel_transfer,3,0,3,0,3,0
15956,5318,pixel_transfer,3,0,3,0,3,0
15960,5319,pixel_transfer,3,0,3,0,3,0
15964,5321,pixel_transfer,3,0,3,0,3,0
15968,5322,pixel_transfer,3,1,3,0,3,0
15972,5323,pixel_transfer,2,0,3,0,3,0
15976,5325,pixel_transfer,2,0,3,0,3,0
15980,5326,pixel_transfer,2,0,3,0,3,0
15984,5327,pixel_transfer,2,0,3,0,3,0
15988,5329,pixel_transfer,2,0,3,0,3,0
15991,5330,pixel_transfer,1,0,0,0,0,0
